,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
44,10         Jet Airways,24/6/2019,Delhi,Cochin,DEL → BHO → BOM → COK,5:30,12:35,7h 5m,2 stops,In-flight meal not included,13344
44,11         Jet Airways,18/4/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229
44,12           Air India,12/6/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,13/6/2023 8:55,23h 5m,2 stops,,14960
44,13           Air India,12/6/2019,Delhi,Cochin,DEL → CCU → BOM → COK,6:50,13/6/2023 7:40,24h 50m,2 stops,No info,13381
44,14   Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,12:50,7/3/2023 1:35,12h 45m,1 stop,No info,15147
44,15         Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,7/5/2023 4:40,22h 10m,1 stop,In-flight meal not included,8586
44,16              IndiGo,6/5/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,7054
44,17            Air Asia,18/3/2019,Kolkata,Banglore,CCU → BLR,22:50,19/3/2023 1:20,2h 30m,non-stop,No info,4082
44,18,21/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,19:00,9h 20m,2 stops,In-flight meal not included,13029
44,19         Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,7064
44,20           Air India,21/3/2019,Banglore,New Delhi,BLR → HYD → DEL,8:15,19/3/2023 8:50,24h 35m,1 stop,No info,4943
44,21         Jet Airways,,,Delhi,BLR → DEL,7:10,10:10,3h,non-stop,No info,7229
44,22           Air India,12/5/2019,Kolkata,Banglore,CCU → GAU → BLR,9:50,21:05,11h 15m,1 stop,No info,8450
44,23         Jet Airways,9/5/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,10/5/2023 4:25,8h 25m,2 stops,In-flight meal not included,15318
44,24              IndiGo,3/5/2019,Kolkata,Banglore,CCU → BLR,21:25,4/5/2023 0:05,2h 40m,non-stop,No info,4804
44,25         Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,7/6/2023 16:20,20h 20m,1 stop,In-flight meal not included,10844
44,26              IndiGo,1/4/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
44,27           Air India,27/6/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,28/6/2023 19:15,30h 20m,2 stops,No info,12646
44,28           Air India,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,2/4/2023 12:00,15h 30m,1 stop,No info,7893
44,29           Air India,24/5/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,7171
44,30   Multiple carriers,15/5/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,,1 stop,No info,13727
44,31           Air India,27/6/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,5201
44,32,15/5/2019,Delhi,Cochin,DEL → BOM → COK,,19:15,7h 35m,1 stop,,9001
44,33              IndiGo,15/5/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943
44,34   Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,7:05,21:00,13h 55m,1 stop,In-flight meal not included,10546
44,35         Jet Airways,18/5/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19/5/2023 19:00,23h 45m,1 stop,No info,15554
44,36           Air India,15/4/2019,Banglore,Delhi,BLR → DEL,6:10,8:55,2h 45m,non-stop,No info,5228
44,37           Air India,24/6/2019,Delhi,,DEL → BOM → COK,9:00,19:15,10h 15m,1 stop,No info,9404
44,38   Multiple carriers,21/3/2019,Delhi,Cochin,DEL → BOM → COK,9:10,19:15,,1 stop,No info,
44,39   Multiple carriers,9/5/2019,Delhi,Cochin,DEL → HYD → COK,9:45,22:30,12h 45m,1 stop,No info,8888
44,40             Vistara,24/3/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,non-stop,No info,5088
44,41              IndiGo,9/5/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
44,42         Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,21:50,10/5/2023 12:35,14h 45m,1 stop,In-flight meal not included,12373
44,43   Multiple carriers,9/4/2019,Delhi,Cochin,DEL → BOM → COK,6:00,13:20,7h 20m,1 stop,No info,8323
44,44         Jet Airways,27/6/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,28/6/2023 12:35,23h 10m,2 stops,No info,15339
44,45             Vistara,6/5/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982
44,46            SpiceJet,12/5/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,
44,47         Jet Airways,1/6/2019,Delhi,Cochin,,22:50,2/6/2023 12:35,13h 45m,1 stop,In-flight meal not included,10262
44,48              IndiGo,6/6/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,
44,49         Jet Airways,24/3/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,5678
44,50              IndiGo,21/5/2019,Chennai,Kolkata,MAA → CCU,22:05,22/5/2023 0:25,2h 20m,non-stop,No info,5277
44,51              IndiGo,27/6/2019,Banglore,Delhi,BLR → DEL,7:10,10:05,2h 55m,non-stop,No info,4823
44,52              IndiGo,3/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,8:35,21:20,12h 45m,2 stops,,8049
44,53            SpiceJet,15/5/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
44,54         Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,18:15,7/6/2023 19:00,24h 45m,1 stop,In-flight meal not included,10262
44,55           Air India,1/6/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,2/6/2023 19:15,38h,3 stops,,10703
44,56              IndiGo,12/6/2019,Delhi,Cochin,DEL → BLR → COK,5:10,10:05,4h 55m,1 stop,No info,6496
44,57         Jet Airways,21/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,18:15,11h 45m,1 stop,In-flight meal not included,10844
44,58         Jet Airways,27/3/2019,Delhi,Cochin,DEL → BOM → COK,7:05,18:50,11h 45m,1 stop,No info,12032
44,59             Vistara,18/4/2019,Delhi,Cochin,DEL → COK,6:00,9:10,3h 10m,non-stop,No info,6741
44,60              IndiGo,9/5/2019,Banglore,Delhi,BLR → DEL,4:00,6:50,2h 50m,non-stop,No info,3943
44,61            SpiceJet,24/5/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,2h 35m,non-stop,No check-in baggage included,3841
44,62   Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,19:00,4/3/2023 1:35,6h 35m,1 stop,No info,15288
44,63           Air India,18/3/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,2050
44,64             Vistara,,Chennai,Kolkata,MAA → CCU,7:05,9:20,2h 15m,non-stop,No info,4842
44,65         Jet Airways,21/3/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,22/3/2023 18:50,23h 40m,2 stops,In-flight meal not included,6643
44,66              IndiGo,3/3/2019,Delhi,Cochin,,5:05,10:05,5h,1 stop,No info,9581
44,67              IndiGo,15/5/2019,Kolkata,Banglore,CCU → BLR,21:25,16/5/2023 0:05,2h 40m,non-stop,No info,4804
44,68         Jet Airways,21/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,19/3/2023 7:40,23h 40m,1 stop,In-flight meal not included,7832
44,69,12/6/2019,Delhi,Cochin,DEL → BOM → COK,7:05,,12h 10m,1 stop,In-flight meal not included,11667
44,70              IndiGo,27/6/2019,Delhi,Cochin,DEL → HYD → COK,8:35,16:10,7h 35m,1 stop,No info,6442
44,71         Jet Airways,24/5/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,26/5/2023 4:25,29h 20m,2 stops,No info,15129
44,72         Jet Airways,3/4/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,,4544
44,73         Jet Airways,15/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,16/5/2023 9:20,13h 20m,1 stop,In-flight meal not included,9663
44,74         Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,4/6/2023 4:25,12h 25m,1 stop,No info,14714
44,75           Air India,27/5/2019,Mumbai,Hyderabad,BOM → HYD,6:20,7:40,1h 20m,non-stop,No info,3100
44,76         Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,7/5/2023 20:45,28h 15m,1 stop,In-flight meal not included,9663
44,77              IndiGo,21/3/2019,Delhi,Cochin,DEL → HYD → COK,6:40,12:00,5h 20m,,No info,5761
44,78           Air India,9/5/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100
44,79         Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,13626
44,80         Jet Airways,24/3/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678
44,81         Jet Airways,,Kolkata,,CCU → BOM → BLR,18:55,13/6/2023 18:15,23h 20m,1 stop,In-flight meal not included,8529
44,82           Air India,9/5/2019,Delhi,Cochin,DEL → COK,5:10,8:00,2h 50m,non-stop,No info,5201
44,83         Jet Airways,21/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,21:05,11h 30m,1 stop,No info,14151
44,84            Air Asia,3/5/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,4483
44,85              IndiGo,6/4/2019,Kolkata,Banglore,CCU → BLR,22:15,7/4/2023 0:50,2h 35m,non-stop,No info,4174
44,86         Jet Airways,18/5/2019,Delhi,Cochin,DEL → BHO → BOM → COK,5:30,12:35,7h 5m,2 stops,In-flight meal not included,15544
44,87              IndiGo,27/5/2019,Delhi,Cochin,DEL → COK,21:05,28/5/2023 0:20,3h 15m,non-stop,No info,5601
44,88              IndiGo,3/4/2019,Banglore,Delhi,BLR → DEL,1:30,4:15,2h 45m,non-stop,No info,3419
44,89            Air Asia,27/4/2019,Delhi,Cochin,DEL → BLR → COK,7:55,22:25,14h 30m,1 stop,No info,6451
44,90           Air India,12/5/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,13/5/2023 13:45,28h 20m,2 stops,No info,12592
44,91           Air India,24/6/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,6961
44,92            SpiceJet,12/6/2019,Kolkata,,CCU → BLR,,19:40,2h 30m,non-stop,,4174
44,93,24/3/2019,,Banglore,CCU → BOM → BLR,6:30,16:20,9h 50m,1 stop,In-flight meal not included,
44,94            SpiceJet,15/5/2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,7947
44,95   Multiple carriers,27/6/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13587
44,96            SpiceJet,15/6/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,2h 35m,non-stop,No check-in baggage included,3841
44,97              IndiGo,21/6/2019,Kolkata,Banglore,CCU → BLR,21:25,22/6/2023 0:05,2h 40m,non-stop,No info,4804
44,98         Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10/5/2023 4:40,8h 40m,1 stop,In-flight meal not included,8586
44,99              IndiGo,1/3/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,4778
45,00   Multiple carriers,1/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,2/6/2023 1:30,10h 25m,2 stops,No info,18275
45,01              IndiGo,1/6/2019,Chennai,Kolkata,MAA → CCU,5:15,,2h 25m,non-stop,No info,3540
45,02              IndiGo,27/6/2019,Delhi,Cochin,DEL → HYD → COK,8:35,22:30,13h 55m,1 stop,No info,6442
45,03           Air India,27/6/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145
45,04              IndiGo,9/6/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5644
45,05              IndiGo,3/5/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224
45,6,21/3/2019,Delhi,Cochin,DEL → BOM → COK,17:30,22/3/2023 18:50,25h 20m,1 stop,In-flight meal not included,5963
45,07   Multiple carriers,,Delhi,Cochin,DEL → BOM → COK,6:00,19:00,13h,1 stop,No info,
45,08               GoAir,27/3/2019,Delhi,Cochin,DEL → BOM → COK,,19:20,5h 10m,1 stop,No info,10188
45,09         Jet Airways,18/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19/5/2023 9:20,13h 20m,1 stop,In-flight meal not included,10844
45,10              IndiGo,15/3/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1 stop,No info,7166
45,11         Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,13/3/2023 9:30,10h 35m,1 stop,No info,13817
45,12         Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,18:15,10/5/2023 12:35,18h 20m,1 stop,,12373
45,13         Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,2/3/2023 9:00,16h 5m,1 stop,1 Long layover,25735
45,14         Jet Airways,18/3/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,19:10,7h 30m,1 stop,No info,14815
45,15         Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,11:30,13/6/2023 12:35,25h 5m,1 stop,In-flight meal not included,10262
45,16         Jet Airways,15/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,11h,1 stop,In-flight meal not included,
45,17           Air India,9/6/2019,Delhi,Cochin,DEL → BLR → COK,17:40,10/6/2023 8:15,,1 stop,No info,7468
45,18         Jet Airways,9/5/2019,Mumbai,Hyderabad,BOM → HYD,7:05,8:30,1h 25m,non-stop,No info,8040
45,19         Jet Airways,24/6/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,25/6/2023 19:00,19h 55m,2 stops,No info,12819
45,20              IndiGo,6/3/2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,2h 25m,non-stop,No info,7295
45,21         Jet Airways,27/5/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229
45,22            Air Asia,15/6/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,6853
45,23         Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,25/5/2023 9:20,12h 10m,1 stop,In-flight meal not included,9663
45,24         Jet Airways,1/4/2019,,Banglore,CCU → BOM → BLR,6:30,18:15,11h 45m,1 stop,In-flight meal not included,7064
45,25           Air India,6/6/2019,Delhi,,DEL → BOM → COK,9:00,19:15,10h 15m,1 stop,No info,8372
45,26            SpiceJet,3/6/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
45,27             Vistara,24/3/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,18:45,11h 35m,1 stop,No info,16932
45,28            SpiceJet,18/6/2019,Kolkata,Banglore,CCU → BLR,22:20,19/6/2023 0:40,2h 20m,non-stop,No check-in baggage included,3841
45,29         Jet Airways,12/6/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812
45,30           Air India,3/3/2019,Banglore,New Delhi,BLR → COK → DEL,6:55,13:20,6h 25m,1 stop,No info,10924
45,31           Air India,27/5/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6934
45,32         Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,11h,1 stop,,10262
45,33         Jet Airways,6/3/2019,Delhi,Cochin,DEL → BOM → COK,13:55,7/3/2023 4:25,14h 30m,1 stop,In-flight meal not included,13843
45,34   Multiple carriers,15/5/2019,Delhi,Cochin,DEL → BOM → COK,6:40,19:00,12h 20m,1 stop,No info,9315
45,35   Multiple carriers,21/5/2019,Delhi,Cochin,DEL → BOM → COK,6:00,19:15,13h 15m,1 stop,No info,8266
45,36         Jet Airways,24/3/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,25/3/2023 8:10,11h,1 stop,No info,14231
45,37               GoAir,18/4/2019,Banglore,Delhi,,20:55,23:40,2h 45m,non-stop,No info,5048
45,38         Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,17:30,7/6/2023 19:00,25h 30m,1 stop,In-flight meal not included,10262
45,39   Multiple carriers,27/3/2019,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,12h,1 stop,No info,12537
45,40         Jet Airways,15/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,16/6/2023 4:25,15h 25m,1 stop,In-flight meal not included,10262
45,41         Jet Airways,3/4/2019,Mumbai,Hyderabad,BOM → HYD,7:05,8:30,1h 25m,non-stop,No info,8040
45,42            SpiceJet,6/5/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,9736
45,43,6/5/2019,Kolkata,Banglore,CCU → BLR,4:40,7:15,2h 35m,non-stop,No info,4804
45,44         Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,13/3/2023 9:30,16h 35m,1 stop,No info,13817
45,45               GoAir,21/5/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,2h 55m,non-stop,No info,5048
45,46         Jet Airways,1/4/2019,Mumbai,Hyderabad,,10:20,11:50,1h 30m,,No info,8040
45,47   Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,8:30,19:15,10h 45m,1 stop,No info,
45,48   Multiple carriers,6/3/2019,Delhi,Cochin,DEL → HYD → COK,14:35,22:20,7h 45m,1 stop,In-flight meal not included,7563
45,49              IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,10:45,15:30,4h 45m,1 stop,No info,7725
45,50   Multiple carriers,,Delhi,Cochin,DEL → BOM → COK,8:45,21:00,12h 15m,1 stop,No info,7740
45,51           Air India,12/6/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,13/6/2023 5:25,19h 25m,2 stops,No info,13532
45,52              IndiGo,1/3/2019,Kolkata,Banglore,CCU → BLR,,16:55,,non-stop,,6565
45,53         Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,13/5/2023 19:50,27h 20m,1 stop,In-flight meal not included,10844
45,54            SpiceJet,18/4/2019,Kolkata,Banglore,CCU → BLR,22:20,19/4/2023 0:40,2h 20m,non-stop,No check-in baggage included,3841
45,55   Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,8:30,19:00,10h 30m,1 stop,No info,11200
45,56           Air India,1/4/2019,Kolkata,Banglore,CCU → BOM → TRV → BLR,9:25,2/4/2023 10:30,25h 5m,2 stops,No info,12009
45,57           Air India,15/5/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,11h 15m,1 stop,No info,8372
45,58           Air India,15/6/2019,Delhi,Cochin,DEL → CCU → BOM → COK,6:50,16/6/2023 7:40,24h 50m,2 stops,No info,13591
45,59             Vistara,6/3/2019,Mumbai,Hyderabad,BOM → DEL → HYD,20:55,7/3/2023 16:45,19h 50m,1 stop,No info,12395
45,60            SpiceJet,1/3/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,2h 15m,non-stop,No info,7298
45,61              IndiGo,3/3/2019,Delhi,Cochin,DEL → MAA → COK,7:20,12:30,5h 10m,1 stop,No info,12214
45,62         Jet Airways,15/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,16/5/2023 22:05,29h 5m,1 stop,No info,14151
45,63           Air India,1/6/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,2/6/2023 19:15,26h,2 stops,No info,12970
45,64         Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,No info,14781
45,65             Vistara,6/6/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878
45,66            SpiceJet,3/5/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,2h 15m,non-stop,No info,3597
45,67            Air Asia,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,23:30,15h 55m,1 stop,No info,6810
45,68,1/5/2019,Chennai,Kolkata,MAA → CCU,7:05,9:20,2h 15m,,No info,
45,69           Air India,21/3/2019,Delhi,,DEL → MAA → COK,17:20,22/3/2023 9:25,16h 5m,1 stop,No info,6482
45,70         Jet Airways,6/3/2019,Mumbai,Hyderabad,BOM → DEL → HYD,17:00,7/3/2023 16:50,23h 50m,1 stop,No info,19595
45,71              IndiGo,15/6/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147
45,72         Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,7/5/2023 9:45,16h 45m,1 stop,,10953
45,73            SpiceJet,24/4/2019,Kolkata,Banglore,CCU → BLR,22:20,25/4/2023 0:40,2h 20m,non-stop,No info,3873
45,74         Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,7/3/2023 5:05,15h,1 stop,No info,14815
45,75   Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,4:55,19:00,14h 5m,1 stop,No info,10678
45,76         Jet Airways,9/3/2019,Delhi,Cochin,DEL → BOM → COK,15:05,10/3/2023 4:25,13h 20m,1 stop,In-flight meal not included,14053
45,77         Jet Airways,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,22:05,12h 30m,1 stop,In-flight meal not included,10539
45,78         Jet Airways,18/3/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,21:20,7h 15m,1 stop,No info,16946
45,79              IndiGo,3/3/2019,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,7673
45,80,24/3/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,4441
45,81         Jet Airways,15/4/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4544
45,82              IndiGo,24/4/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
45,83         Jet Airways,1/4/2019,Delhi,Cochin,DEL → BOM → COK,9:00,2/4/2023 12:35,27h 35m,1 stop,In-flight meal not included,
45,84           Air India,3/4/2019,Mumbai,Hyderabad,BOM → HYD,6:20,7:40,1h 20m,non-stop,No info,3100
45,85         Jet Airways,27/6/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,28/6/2023 19:00,19h 55m,2 stops,In-flight meal not included,11150
45,86              IndiGo,6/4/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
45,87            SpiceJet,3/5/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,1h 30m,non-stop,No check-in baggage included,1965
45,88         Jet Airways,24/6/2019,Delhi,Cochin,DEL → BOM → COK,21:50,25/6/2023 12:35,14h 45m,1 stop,In-flight meal not included,10262
45,89              IndiGo,6/6/2019,Delhi,Cochin,DEL → HYD → COK,7:35,16:10,8h 35m,1 stop,No info,6674
45,90         Jet Airways,6/3/2019,Delhi,Cochin,DEL → BOM → COK,9:00,,19h 25m,1 stop,No info,15764
45,91         Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,2/4/2023 22:35,26h 35m,1 stop,In-flight meal not included,7064
45,92         Jet Airways,6/6/2019,Delhi,,DEL → BOM → COK,14:00,19:00,5h,1 stop,,10262
45,93              IndiGo,,Kolkata,Banglore,CCU → MAA → BLR,8:10,13:00,4h 50m,1 stop,No info,
45,94   Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,
45,95           Air India,1/5/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,2/5/2023 13:45,27h 45m,2 stops,No info,15164
